event_id,name,description,time_id,section_id,people_id,location_id
207,Индивидуальная траектория развития волонтерских центров,"Индивидуальная траектория развития волонтерских центров В конце мая активисты и руководители добровольческих движений вузов и ссузов Санкт-Петербурга повысят свои компетенции в сфере социального проектирования. Эксперты Совета по развитию добровольчества при Комитете по молодежной политике и взаимодействию с общественными организациями проведут серию обучающих форсайт-сессий на базе средних профессиональных и высших учебных заведений. Участники узнают о том, как разрабатывать «портфели» стратегического развития своего добровольческого объединения. «В последнее время мы можем наблюдать рост добровольческой активности. В Петербурге тысячи молодых ребят, которые готовы безвозмездно помогать. Но, несмотря на видимую простоту процесса, волонтерская деятельность требует определенных знаний и умений. Зачастую для реализации добровольческих проектов необходима специальная подготовка. В рамках обучающих мероприятий члены и руководители добровольческих объединений Санкт-Петербурга как раз рассмотрят современные требования развития волонтерского движения», – отметил Владислав Норкин, заместитель директора по методической работе Дома молодежи Санкт-Петербурга. В результате работы образовательной площадки планируется сформировать 10 индивидуальных «портфелей» для 10 добровольческих объединений, функционирующих на базе образовательных организаций высшего и среднего профессионального образования Санкт-Петербурга. Совет по развитию добровольчества при Комитете по молодежной политике и взаимодействию с общественными организациями поможет в проведении обучающей программы и презентует участникам ключевые направления добровольческого сообщества Санкт-Петербурга. Реализовать полученные знания участники смогут во время летней форумной кампании 2019 года. Организатор мероприятия – Дом молодежи Санкт-Петербурга при поддержке Комитета по молодежной политики и взаимодействию с общественными организациями. ",207,1,"87,181,64,61,90,211,181,131,55,83,61,191,79,214",94
208,"Молодые петербуржцы увидели сны о любви, предательстве и семейных ценностях","Молодые петербуржцы увидели сны о любви, предательстве и семейных ценностях 10 июня в Доме молодежи Санкт-Петербурга состоялся премьерный показ спектакля «Сны стоЛичных квартир». Зрителями постановки стали старшеклассники, студенты городских ссузов и вузов, а также молодые петербуржцы, недавно вступившие в брак. Спектакль посвятили проблемам во взаимоотношениях между парнями и девушками. В нем затронули темы верности, целомудрия, ответственности перед партнером, а также подняли проблему абортов в молодежной среде. На примере главных героев зрители убедились, что в основе крепкой и счастливой семьи должны лежать доверие, забота и уважение. «Молодые семьи сейчас сталкиваются с множеством проблем, и очень часто все заканчивается разводом. Это происходит потому, что люди не умеют договариваться и слушать друг друга. В спектакле мы показываем сцены, в которых герои дают волю гневу и обидам, поддаются минутному порыву. А затем мы рассказываем зрителю о последствиях такой несдержанности», – рассказал режиссер спектакля Александр Смоляков. Главные герои постановки – пара Артем и Екатерина. Они еще очень молоды и неопытны в отношениях. Действие переносит нас в фантастический сон Кати, в котором силы зла, воплотившиеся в образах бога Диониса и сатира, пытаются разлучить ее с любимым. Дионис устраивает вечеринку с алкоголем и пытается соблазнить девушку, а после того, как молодые женятся, инсценирует измену Артема и провоцирует ссору между ними. Катя уходит от мужа, но вскоре узнает о своей беременности. Дионис предлагает самый простой выход – аборт. Только вмешательство близких людей – Артема и сестры Наташи – уберегает героиню от страшного шага. В финале спектакля Катя просыпается от звонка будильника. Зрители«Снов стоЛичных квартир» отметили, что, несмотря на присутствие в спектакле потусторонних сил, показанная на сцене история очень жизненна. Многие молодые люди в силу своей неопытности совершают поступки, которые могут разрушить их будущее. «После спектакля я задумалась о том, к каким последствиям могут привести наши действия и как легко разрушить отношения с любимым человеком. В современном мире очень много соблазнов, и мы все, как и главная героиня, ежедневно делаем выбор между добром и злом. Я считаю, что лучше учиться на чужих ошибках и, возможно, история, которую нам сегодня показали, убережет кого-нибудь от беды», – поделилась впечатлениями зрительница спектакля Анна Савельева. Спектакль «Сны стоЛичных квартир» еще раз покажут 11 июня в 19.00 в Доме молодежи Санкт-Петербурга (Новоизмайловский пр., д. 48). Организатор события – Дом молодежи Санкт-Петербурга совместно сотделом по делам молодежи Санкт-Петербургской епархии Русской Православной Церкви при поддержке Комитета по молодежной политике и взаимодействию с общественными организациями. Запись на спектакль: +7 (909) 583-55-24, АндрейСилин. ",208,41,"192,154,177,56,56,149,85,98,57,149",42
209,Очередной этап литературного конкурса «Рифмы Петербурга» посвятили военно-патриотической тематике,"Очередной этап литературного конкурса «Рифмы Петербурга» посвятили военно-патриотической тематике С 10 июня по 21 июня идет прием творческих работ в номинации литературного конкурса «Рифмы Петербурга» – «Солдатское сердце». Очередной этап приурочили ко Дню памяти и скорби – дню начала Великой Отечественной войны. Молодые поэты представят на суд профессионального жюри произведения, посвященные боевым подвигам отечественных солдат, чувствам и переживаниям людей в годы тяжелых испытаний. Участниками конкурса могут стать авторы в возрасте от 14 до 30 лет, пишущие на русском языке. Произведения, предоставляемые на конкурс, не должны содержать нецензурную лексику, нарушать этические нормы и авторские права. Участник должен прикрепить текстовый файл с одним авторским произведением. Конкурсные работы предоставляют формате .doc, шрифт Times New Roman, размер шрифта 12, междустрочный интервал 1,5. В колонтитуле файла необходимо указать: ФИО автора, псевдоним (указать в скобках при наличии). Присланные на конкурс материалы не рецензируются. При регистрации участники дают согласие на обработку их персональных данных и на размещение произведений в Интернете (со ссылкой на автора). Критериями оценки работ станут их оригинальность, художественная ценность и композиционная целостность. Лучшие стихотворения войдут в сборник конкурса. Финалисты получат ценные подарки, среди которых планшетный компьютер, фитнес-трекер и портативная акустика. Они также примут участие в поэтическом вечере, на котором смогут прочесть свои произведения перед публикой. Организатор конкурса Дом молодежи Санкт-Петербурга при поддержке Комитета по молодежной политике и взаимодействию с общественными организациями. Информация о графике приема работ и ходе конкурса в официальной группе Дома молодежи Санкт-Петербурга в социальной сети «Вконтакте». Работы принимают по адресу электронной почты r.peterburga@yandex.ru. Дополнительная информация для участников: тел. +7 (924) 228-42-38, Надежда Конфедератова. ",209,"22,26","99,165,210,216,98,196,121,60,181,88,192,150,118,69,197,193,52,182,210,65",32
210,Стартовал новый этап литературного конкурса «Рифмы Петербурга»,"Стартовал новый этап литературного конкурса «Рифмы Петербурга» С 5 июня по 10 июня идет прием творческих работ в номинации «Россия – Родина моя!» литературного конкурса «Рифмы Петербурга». На рассмотрение принимают стихи патриотического характера, посвященные нашей стране. Участниками конкурса могут стать молодые поэты в возрасте от 14 до 30 лет. Произведения, предоставляемые на конкурс, должны быть русскоязычными, не должны содержать нецензурную лексику, нарушать этические нормы и авторские права. Участник должен прикрепить текстовый файл с одним авторским произведением. Требуемый формат файла: .doc, шрифт Times New Roman, размер шрифта 12, междустрочный интервал 1,5. В колонтитуле файла необходимо указать: ФИО автора, псевдоним (указать в скобках при наличии). Присланные на конкурс материалы не рецензируются. При регистрации участники дают согласие на обработку их персональных данных и на размещение произведений в Интернете (со ссылкой на автора). Критериями оценки работ станут их оригинальность, художественная ценность и композиционная целостность. Лучшие стихотворения войдут в сборник конкурса. Финалисты получат ценные подарки, среди которых планшетный компьютер, фитнес-трекер и портативная акустика. Они также примут участие в поэтическом вечере, на котором смогут прочесть свои произведения перед публикой. Организатор конкурса Дом молодежи Санкт-Петербурга при поддержке Комитета по молодежной политике и взаимодействию с общественными организациями. Информация о графике приема работ и ходе конкурса в официальной группе Дома молодежи Санкт Петербурга в социальной сети «Вконтакте». Работы принимают по адресу электронной почты r.peterburga@yandex.ru. Дополнительная информация для участников: тел. +7 (924) 228-42-38, Надежда Конфедератова. Дополнительная информация для СМИ: тел. +7 (999) 218-05-98, Кристина Титунина. ",210,26,"161,212,183,217,74,75,89,97,114,79",94
211,Молодые предприниматели готовы реализовывать свои идеи,"Молодые предприниматели готовы реализовывать свои идеи 3 и 4 июня в музее современного искусства «Артмуза» прошел пятый фестиваль молодых предпринимателей «Искра». Его участниками стали петербуржцы в возрасте от 14 до 30 лет, интересующиеся созданием и развитием собственного бизнеса. Для молодых людей подготовили насыщенную образовательную программу. В нее вошли лекции и мастер-классы по маркетингу, SMM, рекламе, командообразованию и лидерству. Занятия провели Генеральный директор агентства антикризисного маркетинга MarketMe Катерина Гамаджан, Генеральный директор маркетингового агентства «Брусника» Теххи Полонская, предприниматель Артем Орлов, рекламный эксперт агентства FreeMind Наталия Чемарина. «Мы постарались сделать так, чтобы за эти два дня участники получили как можно больше полезных знаний, которые легко применить на практике. Спикеры на фестивале говорили только о том, что сегодня актуально для бизнес-сообщества, и давали проверенные на собственном опыте рекомендации. Это очень важно, потому что сейчас молодые люди очень энергичны и деятельны. Они хотят быстро расти и развиваться, а для этого им нужны инструменты, которые действительно работают», – рассказал Владислав Норкин, заместитель директора по методической работе Дома молодежи Санкт-Петербурга. Одним из самых популярных стал вопрос о стартовом капитале для открытия своего дела. Эксперты уверены, что получить необходимую сумму не так сложно, как кажется на первый взгляд. Начинающим предпринимателям с интересными проектами готовы помочь и крупные компании, и специальные фонды. Кроме того, молодые люди могут рассчитывать на поддержку государства. Участникам фестиваля также рассказали о том, как зарегистрировать свой бизнес, где найти сотрудников и партнеров и куда обращаться, если не хватает опыта и знаний. Особое внимание уделили нетворкингу. У молодых предпринимателей было достаточно времени, чтобы обменяться контактами и поделиться своими идеями. Организатор фестиваля – Дом молодежи Санкт-Петербурга при поддержке Комитета по молодежной политике и взаимодействию с общественными организациями. ",211,1,"178,89,56,186,76,156,154,100,145,70,189,176,143,128,48,157,158,222,174,146,118,189,67,134,51,83,65",70
213,Фестиваль «Искра» объединил молодых предпринимателей и опытных бизнесменов,"Фестиваль «Искра» объединил молодых предпринимателей и опытных бизнесменов 3 июня в музее современного искусства «Артмуза» начал работу пятый фестиваль молодых предпринимателей «Искра». В течение двух дней начинающие бизнесмены в возрасте от 14 до 30 лет будут получать новые знания, встречаться с известными людьми и обмениваться контактами. В церемонии открытия фестиваля приняла участие председатель Комитета по молодежной политике и взаимодействию с общественными организациями Юлия Аблец. Она уверена, что залог успеха в любом деле в упорстве и вере в свои силы. «Только от вас зависит, воспользуетесь ли вы возможностями, которые перед вами каждый день открываются, схватите ли вы свою удачу за хвост. Нужно свято верить, что даже если вы 20 раз хватали эту удачу, а она от вас убегала, на 21-й раз вы ее точно поймаете», – обратилась Юлия Аблец к молодым предпринимателям. Многие молодые люди уже сделали первые шаги в бизнесе и теперь хотят получить дополнительные знания и поддержку со стороны более опытных предпринимателей. Например, участница «Искры» Надежда Фиронова развивает свой сервис по прокату платьев. Кроме того, у девушки есть социальный проект, который должен помочь школьникам определиться с будущей профессией. «На фестиваль я пришла за мотивацией, потому что мне часто приходят в голову интересные идеи, но потом или не хватает сил на их реализацию, или что-то не получается. Я надеюсь, что мне поможет общение с людьми, которые уже многого достигли. Если они когда-то смогли добиться успеха, значит и я смогу. Также я хочу получить информацию по рекламе, продвижению бренда и маркетингу», – рассказала Надежда. В программу первого дня фестиваля вошли круглый стол на тему «Возможности социальной мобильности для молодежи в Санкт-Петербурге», нетворкинг, встречи с генеральным директором маркетингового агентства «Брусника» Теххи Полонской, ведущими «Радио Рекорд» Денисом Красиным и Андреем Хрусталевым, генеральным директором агентства антикризисного маркетинга «MarketMe» Катериной Гамаджан. Они поделились с участниками своими историями успеха и дали советы по открытию и продвижению бизнеса. Организатор фестиваля Дом молодежи Санкт-Петербурга при поддержке Комитета по молодежной политике и взаимодействию с общественными организациями. ",213,41,"158,68,186,117,57,154,120,53,99,177,126,139,102,208,117,190,177,165",4
214,Активисты Центре городских волонтеров Санкт-Петербурга заглянут в будущее,"Активисты Центре городских волонтеров Санкт-Петербурга заглянут в будущее 31 мая в 11.00 в Центре городских волонтеров Санкт-Петербурга (13-ая линия В.О., дом 22В) состоится встреча с директором региональной общественной организации «Центр интернет-технологий» Сергеем Гребенниковым. Тема события «Мир технологий и цифровой мир: кто будет диктовать правила игры через 5 лет – Запад или Восток». Участники встречи узнают, каким будет цифровое будущее, как изменится журналистика и в каком ключе будут развиваться компьютерные технологии. Они также поговорят о влиянии на завтрашний день поколения Z. Событие состоится в рамках проекта «Прокачка». Он реализуется Центром городских волонтеров Санкт-Петербурга и представляет собой серию лекций, тренингов и мастер-классов, нацеленных на развитие личностных и профессиональных навыков активной молодежи. На встречах выступают известные актеры, музыканты, спортсмены, коучи и предприниматели. ",214,37,"98,210,208,197,126,94,145,200,107,196,212,57,58,96,94",29
215,Петербургские активисты продегустировали один из самых популярных напитков в мире,"Петербургские активисты продегустировали один из самых популярных напитков в мире Активисты Центра городских волонтеров Санкт-Петербурга посетили с экскурсией местный завод «Кока-Кола». Это крупнейшее на Северо-Западе предприятие по производству безалкогольных напитков. Участники экскурсии узнали об истории компании и секретах производства одного из самых популярных напитков в мире. Также волонтерам рассказали о том, как на заводе решают вопросы экологической безопасности. В конце экскурсии была организованна дегустация напитков. Кроме того, активисты получили подарки от компании. ",215,"1,41","171,161,185,215,206,139,192,68,87,100,198,211,155,210,109,97,54",88
221,Организаторы молодежных мероприятий обсудили последние тенденции,"Организаторы молодежных мероприятий обсудили последние тенденции 29 мая в Доме молодежи Санкт-Петербурга состоялся семинар «Методика подготовки и проведения культурно-досуговых мероприятий на современном этапе». Участниками встречи стали руководители и специалисты районных учреждений по делам молодежи Санкт-Петербурга. Об особенностях организации и проведения мероприятий для молодежи рассказал режиссер, руководитель театра «Игроград» Игорь Каиль. Он считает, что залог успеха в объединении в рамках одного события разных творческих направлений: вокала, хореографии, театра и даже декоративно-прикладного искусства. Кроме того, очень важно задействовать возможности современных технологий. Игорь Каиль также дал несколько полезных советов по режиссуре масштабных концертов и фестивалей. О том, какие «фишки» в работе используют в молодежном центре «На Богатырском», рассказала его заведующий Елизавета Волкова. На базе центра открыт коворкинг-клуб, в нем воспитанники общаются и обмениваются идеями. Здесь же ребята разрабатывают проекты, которые потом становятся популярными молодежными событиями. Некоторые участники семинара отметили, что уже находятся на пути внедрения современных подходов в свою event-деятельность. Среди них сотрудники подростково-молодежного клуба «Космос». Они проводят онлайн-спектакли, организуют выступления коллективов с использованием виртуальной реальности, общаются с аудиторией с помощью чат-ботов. Во время встречи такие специалисты получили практические советы, которые помогут им вывести уже реализуемые проекты на новый уровень. «Мне очень понравилось, что на семинаре мы уделили много времени обсуждению интерактивных и медийных технологий, которые можно применять при проведении мероприятий. Сегодня появилось несколько новых идей, о реализации которых стоит задуматься. Важно, что семинар прошел в режиме диалога, у нас было время задать вопросы, поделиться опытом и обменяться мнениями», – рассказала Ксения Эйсмонт, заведующий подростково-молодежного клубом «Космос» молодежного центра «Московский». Подводя итоги семинара, его участники пришли к выводу, что при подготовке и проведении культурно-досуговых мероприятий для молодежи не надо бояться использовать новые креативные подходы и технические достижения. Еще один секрет успеха – постоянное изучение аудитории и отслеживание трендов. Организатор события Дом молодежи Санкт-Петербурга при поддержке Комитета по молодежной политике и взаимодействию с общественными организациями. ",221,"3,8,29","205,150,198,109,106,55,162,49,57,135,89,150,67,76,207,117,84,178,84,216,48,219,82,215",29
222,Об организации и проведении молодежных мероприятий расскажут на семинаре,"Об организации и проведении молодежных мероприятий расскажут на семинаре 29 мая в 11.00 в Доме молодежи Санкт-Петербурга (Новоизмайловский пр., д.48) состоится семинар «Методика подготовки и проведения культурно-досуговых мероприятий на современном этапе». Участниками встречи станут руководители и специалисты районных учреждений по делам молодежи Санкт-Петербурга. Откроет событие режиссер, руководитель театра «Игроград» Игорь Каиль. Он расскажет об особенностях организации и проведения мероприятий в наше время. Личным опытом поделится заведующая молодежным центром «На Богатырском» Елизавета Волкова. Участники встречи узнают, какую роль в ее работе с воспитанниками играет проектная деятельность. Еще об одной форме взаимодействия с подрастающим поколением расскажет заведующий подростково-молодежным клубом «Пресс-клуб» Лада Аврова. Тема ее выступления «Дебаты как интерактивная форма работы с молодежью в современных условиях». В конце семинара участники смогут задать спикерам вопросы и обменяться мнениями. Организатор события Дом молодежи Санкт-Петербурга при поддержке Комитета по молодежной политике и взаимодействию с общественными организациями. Дополнительная информация: тел.375-76-70, Ольга Васильевна Мясникова. ",222,3,"75,65,204,59,53,85,181,71,105,51,164,209,98,142,219,57,208,189,172,71,199,146,171",86
223,Литературный конкурс «Рифмы Петербурга» стартовал в День города,"Литературный конкурс «Рифмы Петербурга» стартовал в День города С 27 мая по 10 июня идет прием творческих работ в номинации «Ты мой, блистательный Санкт-Петербург!» литературного конкурса «Рифмы Петербурга». На рассмотрение принимают стихи молодых поэтов, посвященные городу на Неве. Возраст участников от 14 до 30 лет. Произведения,предоставляемые на конкурс, должны быть русскоязычными, не должны содержать нецензурную лексику, нарушать этические нормы и авторские права. Участник должен прикрепить текстовый файл с одним авторским произведением. Требуемый формат файла: .doc, шрифт Times New Roman, размер шрифта 12, междустрочный интервал 1,5. В колонтитуле файла необходимо указать: ФИО автора, псевдоним (указать в скобках при наличии). Присланные на конкурс материалы не рецензируются. При регистрации участники дают согласие на обработку их персональных данных и на размещение произведений в Интернете (со ссылкой на автора). Критериями оценки работ станут их оригинальность, художественная ценность и композиционная целостность. Лучшие стихотворения войдут в сборник конкурса. Финалисты получат ценные подарки, среди которых планшетный компьютер, фитнес-трекер и портативная акустика. Они также примут участие в поэтическом вечере, на котором смогут прочесть свои произведения перед публикой. Организатор конкурса Дом молодежи Санкт-Петербурга при поддержке Комитета по молодежной политике и взаимодействию с общественными организациями. Информация о графике приема работ и ходе конкурса в официальной группе Дома молодежи Санкт-Петербурга в социальной сети «Вконтакте». Работы принимают по адресу электронной почты r.peterburga@yandex.ru. Дополнительная информация для участников: тел. +7 (924) 228-42-38, Надежда Конфедератова. Дополнительная информация для СМИ: тел. +7 (999) 218-05-98, Кристина Титунина. ",223,26,"79,87,96,83,132,182,60,77,200,68,197",16
225,Духовно-нравственные ценности молодежи Санкт-Петербурга выходят на первый план,"Духовно-нравственные ценности молодежи Санкт-Петербурга выходят на первый план 22 мая представители Дома молодежи Санкт-Петербурга и Санкт-Петербургской епархии Русской Православной Церкви подписали соглашение о сотрудничестве. Теперь они совместно будут заниматься продвижением духовно-нравственных ценностей в молодежной среде. Сотрудники двух учреждений планируют реализовать проекты в сфере культуры, спорта, образования. Особо уделят внимание проведению семинаров, лекций, тренингов, конференций, направленных на ознакомление с основами православной грамотности и христианской культуры. «Тот опыт, который есть у Дома молодежи Санкт-Петербурга, очень ценен. Это учреждение с мощными проектами, которые вызывают интерес, несут практическую пользу. Наше соглашение – совместный шаг вперед в сфере духовно-нравственного воспитания. Объединив усилия, знания, возможности, мы сможем предложить петербуржцам мероприятия нового уровня», – рассказал протоиерей Константин Головатский, председатель отдела по делам молодежи Санкт-Петербургской епархии. Представители двух организаций подчеркнули, что духовно-нравственное просвещение – это очень важная задача. Однако заниматься делом надо грамотно: использовать современные подходы, учитывать взгляды и мнения молодых людей. «Для многих огромную важность имеют материальное благополучие, образование, работа, самореализация, развлечения. Духовно-нравственные основы при этом отходят на второй план. Но для гармоничной личности, умеющей строить крепкие отношения, заботиться о своей стране, достойно проходить жизненные испытания, как раз необходимо понимание традиционных ценностей. Наша задача – помочь молодым людям осознать значимость духовно-нравственного развития, научить их правильно расставлять приоритеты», – отметил Владислав Норкин, заместитель директора по методической работе Дома молодежи Санкт-Петербурга. Первое событие в рамках соглашения состоится уже в следующем месяце. 10 и 11 июня в 19.00 в Доме молодежи Санкт-Петербурга покажут спектакль «Сны стоЛичных квартир». Он будет посвящен взаимоотношениям между современными парнями и девушками и проблемам становления молодой семьи. В постановке затронут темы верности, целомудрия, ответственности за свой выбор, а также поднимут проблему абортов в молодежной среде. ",225,1,"221,169,222,108,220,116,81,163,116,184,208,88,78,89,119,77,62,72,203,112,87,126,134",5
227,Молодые поэты найдут вдохновение в рифмах Петербурга,"Молодые поэты найдут вдохновение в рифмах Петербурга С 27 мая начинается прием заявок на участие в литературном конкурсе «Рифмы Петербурга». Попробовать свои силы в творческом состязании смогут молодые поэты в возрасте от 14 до 30 лет, пишущие на русском языке. Конкурсный отбор пройдет в заочной форме. Заявки и творческие работы принимают по номинациям в соответствии с графиком: 27 мая – 10 июня – номинация «Ты мой, блистательный Санкт-Петербург!» (произведения, посвященные Петербургу); 5 июня – 10 июня – номинация «Россия – Родина моя!» (произведения о Родине); 10 июня – 21 июня – номинация «Солдатское сердце» (военно-патриотическая лирика); 24 июня – 8 июля – номинация «Все начинается с любви!..» (любовная лирика); 10 июля – 24 июля – номинация «Читайте, думайте, мечтайте: я – гражданин!» (социальная лирика); 23 сентября – 5 октября – номинация «Писательский объектив» (произведения о наставниках и учителях). Критериями оценки работ станут их оригинальность, художественная ценность и композиционная целостность. «Большинство отечественных поэтов, которых знают и любят во всем мире, находили вдохновение в городе на Неве. Среди них – Александр Пушкин, Анна Ахматова, Осип Мандельштам, Александр Блок и Иосиф Бродский. Мы уверены, что и сегодня в Петербурге живут молодые талантливые авторы, чьи произведения заслуживают внимания. Конкурс «Рифмы Петербурга» позволяет таким ребятам выйти на новый уровень, найти единомышленников, продемонстрировать таланты в условиях здоровой конкуренции и получить оценку своих произведений от экспертного жюри. Наша цель – помочь молодым поэтам поверить в себя и поддержать их на пути к успеху», – рассказал заместитель директора по методической работе Дома молодежи Санкт-Петербурга Владислав Норкин. Лучшие стихотворения войдут в сборник конкурса. Финалисты получат ценные подарки, среди которых планшетный компьютер, фитнес-трекер и портативная акустика. Они также примут участие в поэтическом вечере, на котором смогут прочесть свои произведения перед публикой. Организатор конкурса Дом молодежи Санкт-Петербурга при поддержке Комитета по молодежной политике и взаимодействию с общественными организациями. Информация о графике приема работ и ходе конкурса в официальной группе Дома молодежи Санкт-Петербурга в социальной сети «Вконтакте». Дополнительная информация для участников: тел. +7 (924) 228-42-38, Надежда Конфедератова. Дополнительная информация для СМИ: тел. +7 (999) 218-05-98, Кристина Титунина. ",227,"22,26","62,161,167,60,131,121,177,114,149,128,64,64,76,78,107,141,160,220,167,161,117",49
